"f1","f2","f3","f4","label"
10.14,22.68,1.26,62.75,"nope"
8.40,23.69,1.07,44.87,"nope"
9.08,18.69,0.73,103.60,"nope"
11.15,19.44,0.42,81.90,"nope"
10.42,23.14,1.24,59.52,"nope"
9.62,22.17,0.13,62.74,"nope"
11.40,23.01,1.19,105.92,"nope"
8.55,23.22,0.54,45.74,"nope"
10.13,24.04,1.35,69.25,"nope"
10.36,20.43,0.35,88.28,"nope"
6.41,26.58,0.43,24.37,"nope"
9.29,23.03,0.29,49.20,"nope"
7.29,26.21,0.66,30.92,"nope"
6.66,26.96,0.25,31.66,"nope"
7.51,21.43,0.38,65.31,"nope"
7.02,26.15,0.56,22.13,"nope"
6.89,26.74,0.63,30.77,"nope"
7.67,26.29,1.23,33.81,"nope"
7.05,28.74,0.52,42.12,"nope"
9.92,26.11,0.82,53.16,"nope"
9.06,23.90,1.29,49.25,"nope"
7.32,27.70,1.37,42.21,"nope"
6.44,25.87,0.98,31.19,"nope"
7.19,27.55,0.97,38.28,"nope"
7.54,26.39,0.76,36.36,"nope"
6.97,28.01,0.96,33.02,"nope"
6.73,27.05,1.45,36.88,"nope"
7.47,25.73,0.13,53.38,"nope"
6.83,27.69,1.32,38.34,"nope"
9.55,27.10,1.30,49.10,"nope"
6.48,26.79,0.66,27.87,"nope"
7.46,27.80,1.13,48.35,"nope"
6.73,26.63,0.82,48.80,"nope"
6.77,26.24,0.47,32.68,"nope"
7.90,28.37,1.10,25.71,"nope"
10.33,23.03,0.51,77.64,"nope"
9.30,27.68,0.38,67.30,"nope"
10.06,23.28,0.84,50.76,"nope"
12.84,23.75,0.69,48.20,"nope"
14.69,23.26,0.91,60.46,"nope"
11.76,28.72,2.43,36.67,"nope"
7.79,26.79,0.63,39.98,"nope"
7.89,27.39,1.53,29.88,"nope"
9.34,26.93,0.96,33.39,"nope"
10.58,27.56,1.29,48.54,"nope"
9.13,22.82,0.72,49.24,"nope"
7.49,26.99,1.68,35.09,"nope"
10.14,22.45,0.19,53.31,"nope"
9.50,27.97,0.61,30.27,"nope"
11.48,23.56,1.34,78.71,"nope"
9.04,23.19,0.42,51.21,"nope"
7.81,23.05,0.96,55.18,"nope"
7.20,26.64,0.69,24.30,"nope"
8.29,27.44,0.68,38.11,"nope"
7.53,23.74,0.52,40.00,"nope"
9.04,28.51,0.70,27.33,"nope"
9.11,25.08,0.99,39.14,"nope"
9.80,25.15,0.42,39.31,"nope"
8.46,24.48,1.19,45.89,"nope"
8.20,26.67,1.41,29.26,"nope"
10.18,23.82,1.03,70.41,"nope"
11.87,22.62,1.36,90.84,"nope"
8.22,27.92,1.16,38.85,"nope"
7.91,25.90,1.48,45.23,"nope"
6.91,26.16,0.54,24.54,"nope"
8.26,29.83,1.10,38.41,"nope"
9.31,25.26,0.73,35.56,"nope"
9.60,24.10,0.43,43.74,"nope"
13.40,19.10,1.18,136.18,"nope"
14.35,22.99,2.34,109.95,"nope"
10.71,28.91,1.34,48.36,"nope"
14.22,23.42,1.47,138.82,"nope"
8.29,25.47,0.76,33.22,"nope"
10.25,22.92,1.96,112.32,"nope"
16.05,17.42,0.21,209.12,"nope"
17.87,20.96,1.05,228.09,"nope"
22.52,23.60,0.44,133.51,"nope"
18.21,24.74,0.59,85.49,"nope"
17.53,25.94,0.50,98.31,"nope"
13.92,26.19,1.06,40.74,"nope"
7.42,26.94,0.13,31.91,"nope"
8.89,22.94,0.50,95.37,"nope"
7.09,24.62,1.05,25.34,"nope"
25.06,24.17,0.89,249.88,"nope"
12.71,24.32,1.41,72.54,"nope"
14.17,22.65,1.49,155.55,"nope"
14.75,22.16,2.49,78.80,"nope"
14.67,22.53,0.97,87.96,"nope"
11.25,21.70,0.98,71.88,"nope"
11.92,20.10,0.98,77.27,"nope"
14.87,25.59,1.75,55.28,"nope"
22.69,20.50,0.82,127.38,"nope"
16.98,23.18,1.57,197.65,"nope"
14.39,23.34,1.92,186.56,"nope"
13.64,21.68,0.78,81.11,"nope"
14.12,21.58,1.51,97.20,"nope"
9.86,27.23,0.87,34.88,"nope"
9.54,25.51,0.26,57.96,"nope"
18.98,24.61,0.28,170.16,"nope"
20.78,20.67,1.46,195.80,"nope"
16.32,19.11,1.42,150.57,"nope"
15.96,17.98,0.78,163.11,"nope"
11.27,23.44,0.81,69.19,"nope"
14.29,19.72,1.55,110.76,"nope"
12.56,24.64,2.28,43.83,"nope"
16.81,18.76,1.09,151.25,"nope"
11.65,23.61,0.79,59.66,"nope"
11.10,21.00,0.52,94.82,"nope"
12.41,21.47,0.77,104.07,"nope"
16.91,17.18,1.23,165.33,"nope"
18.79,15.90,1.33,171.30,"nope"
13.41,18.22,1.35,204.99,"nope"
18.72,15.51,0.29,125.57,"nope"
40.99,12.85,1.03,440.37,"nope"
34.07,13.69,1.73,355.60,"nope"
26.98,18.10,1.38,248.65,"nope"
14.37,22.94,1.12,116.88,"nope"
18.95,15.61,0.44,182.17,"nope"
16.21,16.86,1.53,169.46,"nope"
16.96,16.35,1.83,162.57,"nope"
12.78,17.24,0.39,213.38,"nope"
10.90,20.95,0.94,142.49,"nope"
10.11,23.02,1.21,48.51,"nope"
19.19,18.49,0.17,158.17,"nope"
23.80,14.78,0.86,522.49,"nope"
16.48,15.31,1.04,140.42,"nope"
20.55,14.53,0.73,400.17,"nope"
31.24,11.03,1.36,757.37,"nope"
30.27,13.92,1.34,496.69,"nope"
18.28,18.46,1.07,145.23,"nope"
24.73,13.59,1.14,428.24,"nope"
15.93,15.35,0.28,245.67,"nope"
20.33,17.67,1.49,249.13,"nope"
19.35,17.70,2.64,308.40,"nope"
12.85,19.54,1.00,118.95,"nope"
15.66,17.40,1.29,184.08,"nope"
24.08,14.45,1.04,227.02,"nope"
19.33,15.85,1.13,294.92,"nope"
50.52,8.53,0.57,825.60,"nope"
17.89,14.76,1.56,254.20,"nope"
13.44,21.16,0.13,96.45,"nope"
20.42,15.33,1.94,409.46,"nope"
25.22,17.86,1.12,215.09,"nope"
11.29,23.77,1.42,93.13,"nope"
11.92,21.08,0.75,127.50,"nope"
18.62,20.08,0.45,118.66,"nope"
18.01,15.41,0.37,298.69,"nope"
13.92,16.34,0.59,186.39,"nope"
14.84,15.67,0.13,251.17,"nope"
17.45,16.02,0.28,191.44,"nope"
18.96,22.69,0.07,111.69,"nope"
17.18,18.67,0.02,112.59,"nope"
18.46,18.86,0.94,158.35,"nope"
18.89,24.40,0.62,164.16,"nope"
20.95,22.15,1.00,194.16,"nope"
11.01,21.98,0.21,119.27,"nope"
12.87,20.46,2.73,147.77,"nope"
12.67,20.13,0.97,140.50,"nope"
15.00,17.89,0.69,89.19,"nope"
14.38,20.39,1.64,95.82,"nope"
19.13,22.65,1.84,161.27,"nope"
22.68,19.43,1.15,221.38,"nope"
20.29,21.69,1.18,152.29,"nope"
14.36,17.48,0.41,230.26,"nope"
17.20,15.38,1.37,164.29,"nope"
16.07,15.53,1.55,339.27,"nope"
11.94,18.42,1.37,165.32,"nope"
26.21,16.34,1.11,189.83,"nope"
26.58,17.42,0.22,156.10,"nope"
25.12,16.15,1.48,236.03,"nope"
18.19,16.42,1.22,137.91,"nope"
18.07,17.61,0.97,139.16,"nope"
23.55,16.34,0.60,154.12,"nope"
23.77,13.83,1.32,293.88,"nope"
29.61,15.41,1.21,243.85,"nope"
25.80,17.53,0.49,335.93,"nope"
17.68,18.29,0.36,226.87,"nope"
22.30,16.34,0.50,131.26,"nope"
21.71,21.56,0.33,185.40,"nope"
13.37,16.90,1.09,104.79,"nope"
14.60,18.56,0.78,148.22,"nope"
15.23,20.24,1.52,84.40,"nope"
17.43,20.28,1.45,112.40,"nope"
15.17,20.88,1.60,97.18,"nope"
10.46,21.37,1.17,51.55,"nope"
11.09,20.54,1.68,56.54,"nope"
11.65,20.85,1.11,87.02,"nope"
13.25,21.42,0.23,62.60,"nope"
21.32,21.99,1.02,120.48,"nope"
20.00,19.43,1.21,97.73,"nope"
19.79,17.87,1.12,126.83,"nope"
21.88,19.94,1.04,109.08,"nope"
15.18,22.53,2.00,71.30,"nope"
1038.47,19.10,68.51,7296.78,"blow"
2182.58,21.93,247.86,9275.25,"blow"
2231.39,19.99,330.00,10398.92,"blow"
2344.89,20.99,161.49,9306.48,"blow"
2149.50,20.75,99.99,10743.04,"blow"
2170.71,21.31,80.78,12343.17,"blow"
2244.32,20.91,171.43,9552.93,"blow"
2104.59,20.85,173.45,12213.45,"blow"
2221.09,24.95,246.27,6879.63,"blow"
2373.82,22.09,126.54,9123.42,"blow"
2200.78,21.68,292.70,15936.96,"blow"
2395.62,22.87,214.56,9132.31,"blow"
2295.60,22.51,123.20,10274.85,"blow"
2414.32,22.14,454.68,11064.63,"blow"
2632.84,22.20,169.58,8868.31,"blow"
23.78,14.14,1.01,482.56,"nope"
23.41,18.73,2.01,326.41,"nope"
16.01,21.80,1.84,100.16,"nope"
12.43,22.37,1.45,67.24,"nope"
20.76,23.73,0.65,97.75,"nope"
19.29,20.43,1.91,126.73,"nope"
14.90,18.18,0.59,119.09,"nope"
17.26,15.79,0.14,148.21,"nope"
21.40,16.16,0.57,181.87,"nope"
23.13,17.86,1.03,182.87,"nope"
13.18,22.01,0.80,65.74,"nope"
17.33,18.95,1.70,124.99,"nope"
12.89,20.08,1.63,124.29,"nope"
19.86,20.02,0.51,117.14,"nope"
20.71,19.86,2.30,112.38,"nope"
23.40,15.19,0.73,440.03,"nope"
13.26,20.59,0.88,111.94,"nope"
26.50,10.89,0.83,502.45,"nope"
20.47,12.99,0.46,438.64,"nope"
15.82,17.55,0.85,170.04,"nope"
19.84,20.99,0.52,165.42,"nope"
12.48,21.03,0.29,163.31,"nope"
11.89,19.71,1.19,79.91,"nope"
26.83,9.71,0.54,679.22,"nope"
18.87,14.60,0.77,347.51,"nope"
18.05,19.34,1.11,123.55,"nope"
17.20,17.02,0.95,90.41,"nope"
13.82,22.12,0.16,86.44,"nope"
19.71,19.52,0.49,122.81,"nope"
22.36,17.81,1.54,196.75,"nope"
1397.04,16.39,119.93,12631.80,"blow"
1929.76,18.18,24.68,12237.65,"blow"
1999.68,17.75,94.08,15689.99,"blow"
1958.01,19.31,193.39,14997.83,"blow"
1873.54,19.10,17.14,11453.69,"blow"
1742.72,16.51,120.22,10225.76,"blow"
1575.64,15.77,78.05,12672.24,"blow"
1758.16,17.78,65.75,11145.86,"blow"
1529.27,19.90,91.89,7759.91,"blow"
1327.10,17.10,146.24,14672.59,"blow"
1497.59,16.09,123.86,15543.81,"blow"
1467.89,17.35,58.68,9082.49,"blow"
1660.87,18.03,119.28,16973.87,"blow"
2003.96,17.85,264.09,11662.76,"blow"
1432.03,15.35,39.68,14267.09,"blow"
1660.69,16.39,86.78,16005.27,"blow"
11.33,24.09,0.85,102.73,"nope"
23.47,30.40,5.24,105.83,"nope"
21.71,20.23,1.03,168.50,"nope"
13.21,22.33,1.29,100.17,"nope"
12.70,17.83,0.19,120.85,"nope"
19.09,19.09,2.91,153.37,"nope"
19.77,20.34,0.46,98.72,"nope"
28.22,18.71,1.15,232.01,"nope"
17.24,23.89,0.92,125.71,"nope"
15.63,19.77,0.78,258.69,"nope"
9.48,25.14,1.23,33.74,"nope"
9.69,23.10,0.56,44.15,"nope"
9.33,23.91,1.00,42.72,"nope"
23.27,15.72,1.15,371.35,"nope"
18.53,21.21,1.58,119.62,"nope"
13.07,18.82,0.60,135.27,"nope"
20.69,18.31,1.78,150.08,"nope"
25.49,19.19,0.31,170.82,"nope"
28.22,21.88,1.69,150.03,"nope"
17.68,24.12,2.25,98.43,"nope"
11.46,23.68,1.07,48.21,"nope"
8.95,23.21,1.94,58.59,"nope"
11.44,22.56,0.96,85.67,"nope"
8.60,24.31,1.69,48.88,"nope"
9.09,25.52,1.59,35.78,"nope"
20.37,18.01,0.82,177.43,"nope"
22.52,21.78,0.34,171.73,"nope"
19.20,18.65,0.37,192.33,"nope"
16.97,22.32,0.89,127.17,"nope"
12.97,20.55,1.19,88.80,"nope"
10.63,20.77,1.14,54.96,"nope"
13.46,21.28,1.90,101.62,"nope"
16.47,23.05,0.80,137.02,"nope"
16.57,21.51,1.50,203.92,"nope"
17.70,19.07,1.25,157.59,"nope"
12.52,19.91,1.23,142.68,"nope"
10.51,24.08,1.18,74.63,"nope"
8.93,25.05,1.04,69.37,"nope"
9.99,21.33,0.37,79.25,"nope"
12.02,23.84,0.77,66.96,"nope"
19.26,17.39,1.62,211.75,"nope"
21.47,23.45,1.07,165.89,"nope"
22.51,24.69,0.88,158.63,"nope"
12.16,23.88,0.43,84.76,"nope"
10.68,23.68,0.18,38.03,"nope"
11.90,23.05,0.57,58.62,"nope"
14.96,18.91,1.00,96.71,"nope"
15.65,20.69,1.19,134.14,"nope"
13.23,19.87,1.33,114.80,"nope"
12.81,18.59,0.12,106.66,"nope"
1006.95,12.83,10.87,10966.85,"blow"
1579.90,14.63,61.92,11830.90,"blow"
926.51,13.79,30.75,8527.03,"blow"
1239.98,13.29,29.22,14886.61,"blow"
1004.46,12.12,46.38,12306.51,"blow"
1435.43,13.92,31.12,13236.75,"blow"
1631.00,16.34,66.79,11014.44,"blow"
1393.13,17.18,162.22,9635.93,"blow"
1457.35,15.34,104.46,14163.07,"blow"
1352.31,14.22,69.06,13503.11,"blow"
1687.68,18.00,257.85,8309.75,"blow"
1564.06,17.03,77.18,8075.61,"blow"
14.67,21.34,1.50,117.79,"nope"
24.62,16.72,2.51,190.22,"nope"
18.98,19.50,0.80,176.36,"nope"
17.42,22.08,0.49,95.78,"nope"
13.33,21.01,0.86,93.62,"nope"
11.16,19.98,0.30,82.95,"nope"
14.27,28.55,1.27,86.92,"nope"
13.83,21.89,1.11,207.83,"nope"
9.30,26.37,0.94,45.63,"nope"
13.61,18.94,1.01,145.41,"nope"
21.76,23.74,0.53,211.39,"nope"
10.44,23.47,0.52,69.82,"nope"
19.61,23.09,1.23,207.00,"nope"
17.20,21.51,1.73,331.42,"nope"
17.44,21.60,0.95,93.64,"nope"
17.69,26.20,0.42,79.51,"nope"
19.87,29.41,2.23,118.52,"nope"
19.60,24.94,2.56,211.52,"nope"
8.01,26.64,2.04,40.66,"nope"
10.53,25.21,1.25,71.91,"nope"
11.77,20.92,2.22,134.50,"nope"
15.00,22.68,1.76,142.46,"nope"
13.37,21.90,1.44,100.23,"nope"
8.58,25.95,0.78,32.36,"nope"
11.81,24.94,1.43,113.35,"nope"
15.71,21.77,0.99,92.87,"nope"
16.83,17.88,0.91,225.38,"nope"
19.05,20.32,1.30,169.79,"nope"
26.36,17.85,1.01,333.10,"nope"
21.15,22.25,2.26,97.47,"nope"
20.37,19.27,1.77,264.05,"nope"
21.81,22.82,2.22,131.62,"nope"
18.35,21.45,1.34,218.33,"nope"
11.25,24.37,0.91,75.81,"nope"
12.59,19.72,0.09,163.08,"nope"
14.53,20.96,1.23,130.96,"nope"
19.58,21.60,1.57,110.28,"nope"
18.49,21.47,0.57,98.03,"nope"
14.00,19.31,0.85,91.94,"nope"
17.30,26.56,1.62,65.59,"nope"
20.46,24.53,1.43,107.70,"nope"
15.28,26.03,2.55,77.69,"nope"
10.42,26.95,1.52,32.36,"nope"
12.80,24.36,0.61,83.55,"nope"
20.20,24.05,1.92,144.25,"nope"
20.52,23.33,0.46,126.33,"nope"
15.91,24.65,0.73,83.76,"nope"
11.04,23.81,1.09,60.48,"nope"
8.46,24.14,0.70,45.56,"nope"
8.93,20.34,0.59,82.54,"nope"
10.42,28.37,1.36,33.20,"nope"
19.11,25.32,1.66,170.82,"nope"
11.80,22.55,0.41,59.53,"nope"
11.14,27.32,1.54,67.97,"nope"
19.63,27.96,1.11,100.79,"nope"
19.02,24.87,0.95,151.04,"nope"
14.19,24.19,0.70,74.97,"nope"
20.86,28.40,1.35,143.69,"nope"
18.33,28.80,0.58,83.78,"nope"
16.40,29.63,0.96,57.98,"nope"
13.75,21.89,1.68,97.00,"nope"
9.35,20.72,0.20,62.77,"nope"
6.04,29.59,0.66,21.26,"nope"
8.49,24.95,1.16,58.92,"nope"
8.47,21.96,1.08,69.32,"nope"
9.79,23.62,1.33,60.80,"nope"
8.45,26.71,0.49,31.46,"nope"
9.66,24.15,0.29,64.70,"nope"
11.29,22.79,0.44,94.79,"nope"
15.25,22.12,1.01,128.34,"nope"
12.21,23.82,1.75,69.53,"nope"
9.31,24.12,1.05,47.98,"nope"
13.28,19.22,0.39,127.67,"nope"
10.42,24.18,1.33,71.56,"nope"
11.15,21.74,0.39,132.39,"nope"
13.97,22.02,0.38,149.68,"nope"
1306.93,14.84,62.49,9069.08,"blow"
959.95,14.07,63.43,11173.69,"blow"
1046.70,15.15,54.78,7514.08,"blow"
1125.65,16.00,30.97,7740.34,"blow"
1462.22,15.66,75.57,8003.60,"blow"
1030.47,13.24,40.40,6921.82,"blow"
1234.74,12.98,43.19,12708.35,"blow"
880.55,10.71,24.16,10651.20,"blow"
939.73,10.45,30.88,13340.30,"blow"
1043.00,12.04,22.03,11453.11,"blow"
1341.04,14.33,42.11,12610.09,"blow"
1397.99,15.40,78.62,10475.89,"blow"
1267.68,14.98,14.75,10759.21,"blow"
1358.74,14.40,39.03,9951.55,"blow"
1388.77,12.69,43.44,11369.70,"blow"
1156.62,15.43,57.67,10561.47,"blow"
1684.49,15.83,48.96,11050.78,"blow"
16.68,25.81,0.75,97.92,"nope"
19.24,20.03,1.48,110.86,"nope"
11.98,26.67,1.51,41.85,"nope"
10.52,24.29,1.44,72.12,"nope"
16.75,30.51,1.26,74.00,"nope"
17.88,36.06,0.84,92.71,"nope"
13.50,33.86,1.34,43.97,"nope"
14.60,31.13,1.16,55.99,"nope"
10.40,25.52,1.77,84.69,"nope"
14.89,22.63,1.66,114.69,"nope"
12.68,24.63,0.55,109.43,"nope"
15.95,23.87,0.60,127.43,"nope"
18.75,23.58,0.68,108.21,"nope"
21.05,26.06,0.31,149.80,"nope"
21.89,23.62,1.16,118.52,"nope"
14.47,26.44,2.05,67.36,"nope"
19.60,20.51,1.51,202.86,"nope"
1484.51,14.58,43.64,12604.99,"blow"
1915.74,18.50,123.01,13913.97,"blow"
1762.84,16.85,30.50,8663.21,"blow"
1672.18,15.11,25.61,9418.06,"blow"
2005.41,18.06,41.26,10615.78,"blow"
1780.99,18.24,132.06,9222.88,"blow"
1674.20,17.07,37.51,10494.01,"blow"
1694.94,14.91,14.29,9953.34,"blow"
1764.36,16.13,82.91,12358.04,"blow"
1937.84,18.07,81.30,12553.01,"blow"
2267.64,20.51,109.30,10695.19,"blow"
1859.96,17.95,5.25,12306.11,"blow"
1889.96,18.64,274.66,13963.21,"blow"
1802.01,18.64,167.51,10826.53,"blow"
2066.07,19.86,89.16,12620.30,"blow"
1621.09,16.41,111.04,13376.24,"blow"
1862.12,18.13,131.56,10968.11,"blow"
1414.15,16.63,119.75,8179.56,"blow"
1654.89,15.60,63.37,15744.30,"blow"
1801.38,16.51,108.33,9781.50,"blow"
2011.00,20.94,119.63,8472.95,"blow"
1857.67,18.21,85.40,11519.50,"blow"
2016.49,18.50,108.64,9096.76,"blow"
1811.52,16.24,48.20,9306.83,"blow"
1591.17,17.00,93.80,12416.60,"blow"
1748.31,16.54,76.10,12235.79,"blow"
2000.24,17.95,13.71,11003.87,"blow"
12.81,23.43,0.75,159.34,"nope"
15.53,19.40,1.24,141.78,"nope"
14.46,24.19,1.63,90.11,"nope"
19.47,25.77,1.87,117.36,"nope"
23.91,18.71,0.50,147.01,"nope"
14.38,21.33,1.08,71.78,"nope"
21.20,21.62,1.53,107.32,"nope"
23.98,25.14,2.15,124.77,"nope"
19.49,27.17,1.91,183.02,"nope"
18.72,26.10,0.79,163.90,"nope"
20.12,28.75,0.87,136.91,"nope"
19.73,24.93,0.04,144.49,"nope"
18.98,25.86,0.72,138.31,"nope"
18.37,25.01,1.54,127.11,"nope"
21.89,24.50,1.17,151.36,"nope"
17.22,25.75,0.75,126.68,"nope"
19.15,25.33,1.33,117.09,"nope"
17.91,24.43,0.92,172.16,"nope"
17.66,23.91,1.74,190.66,"nope"
17.30,25.69,2.05,169.95,"nope"
15.59,26.45,0.77,167.82,"nope"
15.92,24.88,1.04,160.72,"nope"
16.49,25.13,0.61,157.86,"nope"
14.26,25.54,1.73,129.76,"nope"
14.38,33.04,0.30,83.50,"nope"
15.46,33.17,1.71,102.97,"nope"
18.88,28.66,2.67,89.95,"nope"
20.62,24.56,0.68,179.21,"nope"
14.62,26.80,1.29,90.14,"nope"
12.71,26.98,0.94,97.82,"nope"
9.29,30.42,0.97,41.33,"nope"
11.93,23.42,1.29,80.25,"nope"
12.49,19.86,0.83,114.70,"nope"
12.91,25.42,0.61,110.26,"nope"
14.11,23.20,0.64,114.94,"nope"
15.55,24.00,1.75,148.52,"nope"
19.12,22.14,1.47,309.16,"nope"
13.19,22.93,2.09,84.27,"nope"
22.31,20.86,0.89,218.23,"nope"
19.55,21.02,1.73,234.63,"nope"
21.08,21.27,0.85,261.20,"nope"
19.78,23.52,1.08,227.36,"nope"
18.89,21.52,0.20,138.55,"nope"
16.03,23.09,0.78,112.09,"nope"
14.56,24.13,1.09,81.09,"nope"
14.42,21.74,0.70,81.05,"nope"
14.45,24.35,0.79,47.52,"nope"
20.89,23.26,0.14,148.88,"nope"
24.55,24.17,2.03,158.18,"nope"
19.20,25.05,1.61,111.34,"nope"
18.26,27.65,1.06,80.11,"nope"
1381.74,18.17,33.74,9177.18,"blow"
1569.14,16.03,82.11,10147.33,"blow"
1542.33,15.43,122.44,14697.05,"blow"
1628.85,18.31,153.12,15002.08,"blow"
1139.84,15.52,34.12,10542.22,"blow"
1694.18,16.90,75.62,11395.16,"blow"
1927.62,18.25,87.69,13090.51,"blow"
1670.60,19.14,165.16,7771.68,"blow"
1464.73,18.53,60.17,8313.14,"blow"
1543.56,15.80,66.30,14365.27,"blow"
1772.62,17.02,84.48,11506.20,"blow"
1775.32,17.62,149.90,11146.80,"blow"
1490.71,14.35,14.13,16052.06,"blow"
1413.28,14.73,60.96,11272.79,"blow"
1543.74,16.64,80.66,10403.88,"blow"
1313.35,18.55,58.38,7547.90,"blow"
1938.03,17.88,128.60,11645.55,"blow"
2089.48,17.99,132.77,11633.27,"blow"
1717.19,16.17,64.23,9971.60,"blow"
1563.49,15.74,93.42,13564.65,"blow"
1703.10,17.51,144.75,12363.49,"blow"
1918.77,19.94,46.91,10345.99,"blow"
2041.63,18.61,198.37,11849.21,"blow"
2092.99,19.58,161.16,9172.03,"blow"
9.58,21.38,0.09,82.08,"nope"
14.75,16.82,0.31,251.78,"nope"
9.65,20.08,0.65,90.90,"nope"
12.47,19.96,0.50,113.70,"nope"
16.05,16.98,0.78,291.74,"nope"
17.88,15.77,1.03,226.51,"nope"
14.15,18.24,0.92,211.17,"nope"
10.11,22.50,1.37,65.73,"nope"
17.72,16.98,0.55,289.18,"nope"
23.32,15.22,0.56,420.34,"nope"
17.50,16.25,0.58,237.53,"nope"
21.59,14.37,2.66,412.33,"nope"
13.59,16.65,0.21,206.35,"nope"
13.32,18.16,0.55,107.15,"nope"
16.82,19.24,1.04,213.98,"nope"
20.30,16.80,1.92,270.53,"nope"
21.83,12.88,0.16,524.45,"nope"
16.48,16.62,1.03,211.62,"nope"
14.68,19.55,0.72,163.71,"nope"
15.51,21.28,2.34,154.73,"nope"
19.58,17.29,0.46,397.35,"nope"
16.16,18.55,0.24,218.55,"nope"
12.81,21.37,1.91,112.97,"nope"
16.79,14.66,0.59,267.45,"nope"
10.39,21.24,0.24,144.80,"nope"
12.96,18.21,0.71,125.10,"nope"
18.29,18.63,0.96,290.46,"nope"
14.11,15.30,1.05,198.35,"nope"
14.10,21.97,1.85,127.03,"nope"
14.53,20.38,0.83,88.70,"nope"
8.69,24.22,0.32,48.64,"nope"
21.31,20.11,1.71,141.90,"nope"
17.77,21.60,1.45,187.08,"nope"
18.50,21.85,1.96,145.84,"nope"
13.94,22.11,0.95,89.39,"nope"
12.13,20.62,0.23,72.50,"nope"
12.69,24.76,0.39,57.08,"nope"
17.75,20.08,1.88,200.50,"nope"
18.80,18.21,0.21,213.51,"nope"
12.92,23.27,1.25,103.62,"nope"
19.51,23.19,2.71,140.28,"nope"
19.52,22.04,1.20,218.27,"nope"
14.23,26.39,1.77,114.44,"nope"
13.66,21.35,1.61,93.43,"nope"
9.15,25.86,0.21,66.09,"nope"
11.09,20.36,1.15,75.20,"nope"
11.90,19.32,0.33,136.29,"nope"
19.66,16.65,1.24,175.62,"nope"
17.73,17.56,1.53,172.21,"nope"
19.43,23.58,2.14,243.38,"nope"
20.32,21.85,1.45,210.07,"nope"
36.89,14.40,1.99,685.06,"nope"
31.37,13.20,0.68,435.67,"nope"
27.29,15.77,1.40,470.64,"nope"
25.92,16.51,2.22,303.38,"nope"
35.20,13.54,1.46,550.77,"nope"
21.57,17.91,1.95,283.93,"nope"
17.38,23.37,0.63,97.38,"nope"
11.56,24.73,1.33,55.73,"nope"
10.86,25.01,1.01,46.62,"nope"
17.69,22.34,0.64,103.36,"nope"
8.89,23.72,1.08,51.28,"nope"
7.81,25.20,1.12,49.01,"nope"
21.21,20.86,2.02,257.12,"nope"
24.50,14.58,1.43,382.54,"nope"
20.70,17.29,0.71,302.29,"nope"
13.79,18.62,0.61,190.68,"nope"
10.73,21.04,1.58,91.38,"nope"
24.67,18.29,3.13,244.30,"nope"
25.47,18.08,0.41,324.32,"nope"
20.00,20.30,1.37,185.87,"nope"
17.59,19.55,0.63,196.11,"nope"
25.71,24.90,1.51,100.16,"nope"
21.43,24.53,2.25,109.52,"nope"
18.38,23.82,1.36,86.17,"nope"
22.52,28.57,1.55,80.34,"nope"
20.07,27.57,2.30,110.13,"nope"
20.88,26.47,1.77,94.97,"nope"
24.83,27.98,3.90,109.64,"nope"
19.74,22.37,1.59,173.53,"nope"
25.23,20.59,0.25,130.43,"nope"
20.02,25.15,1.27,80.73,"nope"
21.62,23.94,1.17,89.53,"nope"
20.82,24.54,0.74,123.63,"nope"
14.78,23.05,1.00,90.04,"nope"
11.52,23.59,1.86,73.72,"nope"
21.49,32.71,2.13,58.84,"nope"
24.34,25.93,3.33,142.31,"nope"
26.48,25.26,3.56,148.92,"nope"
24.26,18.74,1.62,284.29,"nope"
20.12,24.05,1.51,198.87,"nope"
14.60,17.97,0.06,287.91,"nope"
22.40,17.70,1.95,467.62,"nope"
21.25,13.58,0.81,607.08,"nope"
21.73,13.70,0.79,542.70,"nope"
26.60,15.10,0.66,523.33,"nope"
24.65,22.72,4.70,149.52,"nope"
13.75,21.62,0.52,71.09,"nope"
17.88,14.70,0.41,263.74,"nope"
26.81,16.41,1.38,376.23,"nope"
22.51,14.24,2.16,361.44,"nope"
16.97,16.50,1.10,281.19,"nope"
32.00,18.20,0.54,234.89,"nope"
24.15,20.97,0.57,138.98,"nope"
17.96,24.41,0.33,105.27,"nope"
24.63,24.50,3.64,241.70,"nope"
20.50,17.54,1.11,250.61,"nope"
19.94,21.40,0.72,146.53,"nope"
44.83,11.01,1.82,1056.77,"nope"
25.19,21.42,0.90,125.18,"nope"
15.34,28.91,1.17,61.29,"nope"
13.35,20.80,1.52,283.75,"nope"
24.50,12.57,1.08,580.25,"nope"
23.51,12.58,0.51,530.92,"nope"
20.12,11.76,0.42,425.35,"nope"
17.61,16.81,2.03,326.17,"nope"
14.15,20.44,0.34,234.33,"nope"
13.22,21.68,0.44,105.76,"nope"
36.94,11.76,0.85,653.08,"nope"
13.38,21.99,2.75,136.97,"nope"
12.92,17.15,0.50,134.99,"nope"
24.71,19.06,1.86,240.56,"nope"
27.02,24.09,3.17,262.42,"nope"
14.59,27.17,2.65,59.66,"nope"
16.29,20.44,0.47,132.61,"nope"
19.89,18.33,0.97,134.03,"nope"
19.09,17.63,1.26,225.56,"nope"
