"f1","f2","f3","f4","label"
1241.82,36.06,22.95,3540.98,"nope"
1276.70,26.21,106.45,6895.12,"nope"
778.57,27.32,54.64,2515.06,"nope"
1037.23,29.87,166.27,4226.11,"nope"
1127.06,25.07,75.76,7269.34,"nope"
476.16,21.44,5.49,2159.14,"nope"
9.98,22.74,1.35,76.08,"nope"
10.96,18.90,2.00,96.53,"nope"
7.42,25.03,0.01,44.50,"nope"
9.40,28.89,0.63,36.63,"nope"
7.86,24.62,0.67,52.91,"nope"
7.68,27.60,1.28,37.57,"nope"
8.75,27.87,1.80,46.11,"nope"
43.81,13.08,1.00,458.18,"nope"
113.33,17.54,8.58,656.36,"nope"
205.07,21.51,30.69,1169.48,"nope"
177.38,23.11,10.57,795.84,"nope"
53.27,19.33,2.74,271.98,"nope"
10.58,22.19,0.16,62.33,"nope"
7.99,27.38,0.36,29.61,"nope"
8.01,27.00,0.95,34.68,"nope"
8.82,25.23,0.73,39.26,"nope"
7.12,25.64,1.50,32.34,"nope"
8.49,29.22,1.73,39.84,"nope"
7.74,31.89,2.02,31.07,"nope"
7.21,26.54,0.50,29.20,"nope"
184.99,17.80,9.53,1228.88,"nope"
206.17,14.71,0.57,1524.30,"nope"
332.58,29.88,29.15,980.78,"nope"
963.31,23.03,49.41,5345.58,"nope"
1390.55,27.73,56.83,6661.51,"nope"
1523.22,28.57,21.13,9583.01,"nope"
63.63,22.43,2.84,341.50,"nope"
14.56,19.69,1.48,139.07,"nope"
8.55,26.28,1.07,64.30,"nope"
1912.60,25.14,408.49,8426.86,"nope"
1346.51,31.23,99.07,5517.61,"nope"
2092.06,27.13,119.11,8283.59,"nope"
1570.16,25.85,143.50,8033.77,"nope"
1755.42,21.01,157.04,18407.41,"nope"
957.57,24.60,73.07,3035.88,"nope"
59.47,16.70,1.86,531.11,"nope"
12.59,20.63,0.79,97.90,"nope"
7.50,24.66,1.21,35.34,"nope"
8.28,29.37,0.35,37.18,"nope"
129.43,12.25,0.85,1815.74,"nope"
52.87,17.39,1.17,362.06,"nope"
210.34,18.14,9.52,1278.91,"nope"
484.93,25.03,26.41,2168.53,"nope"
1168.48,29.01,95.00,4370.15,"nope"
724.85,29.64,42.49,3582.97,"nope"
581.84,35.72,64.40,2824.74,"nope"
504.98,36.07,4.38,1957.89,"nope"
471.45,33.88,5.76,2793.91,"nope"
110.81,26.96,5.85,366.74,"nope"
15.91,22.91,3.14,92.27,"nope"
153.52,17.83,7.49,958.94,"nope"
428.19,29.16,50.25,1429.57,"nope"
1114.89,26.27,42.27,3293.65,"nope"
1612.82,28.78,230.28,6181.73,"nope"
1305.57,32.02,241.50,5595.21,"nope"
60.24,21.24,4.60,424.80,"nope"
17.30,18.71,0.74,164.59,"nope"
8.49,23.04,0.96,75.85,"nope"
8.80,24.30,1.82,45.41,"nope"
10.57,29.60,1.24,32.28,"nope"
9.16,31.15,0.50,22.83,"nope"
1623.95,23.48,128.40,7394.95,"nope"
1147.60,25.19,79.02,6476.08,"nope"
1929.59,26.36,298.65,10355.36,"nope"
1715.62,28.90,118.14,7320.76,"nope"
1676.73,28.26,233.91,4054.55,"nope"
1478.45,18.63,96.70,13076.01,"nope"
351.84,20.38,4.07,1870.13,"nope"
48.05,16.44,2.08,433.04,"nope"
12.63,19.04,0.65,93.99,"nope"
8.20,23.81,1.03,53.32,"nope"
8.03,22.65,0.52,53.68,"nope"
7.01,27.73,0.64,35.64,"nope"
7.55,28.89,0.38,30.71,"nope"
8.44,28.22,0.67,37.45,"nope"
6.05,28.50,1.12,38.63,"nope"
23.27,21.15,2.06,113.36,"nope"
97.04,19.46,7.15,400.38,"nope"
1251.47,31.84,97.33,4858.19,"nope"
1075.25,29.59,128.22,4396.87,"nope"
1142.34,22.08,128.99,5394.32,"nope"
1836.64,33.24,295.02,5426.20,"nope"
1714.30,34.74,106.05,5654.75,"nope"
558.45,35.26,32.69,2525.36,"nope"
13.77,27.07,1.37,60.26,"nope"
9.44,24.95,0.64,46.29,"nope"
7.84,26.14,0.95,42.97,"nope"
6.59,28.46,0.60,36.56,"nope"
2027.58,25.29,173.85,7080.83,"nope"
2191.05,31.46,268.08,7400.59,"nope"
1834.32,23.80,125.54,7417.86,"nope"
2302.13,24.22,468.44,12635.78,"nope"
1092.06,28.63,203.32,3652.33,"nope"
234.02,19.13,10.55,1391.68,"nope"
16.04,18.04,0.29,176.01,"nope"
31.39,15.90,1.79,330.96,"nope"
368.73,27.14,16.93,1207.43,"nope"
728.73,26.12,63.81,3492.45,"nope"
1422.76,23.43,170.71,6985.57,"nope"
1836.48,28.91,232.89,7195.68,"nope"
1995.95,33.95,222.06,8758.12,"nope"
1358.55,30.79,115.10,9646.81,"nope"
1535.67,22.19,7.66,16803.60,"nope"
1589.74,24.21,46.28,4978.10,"nope"
1563.99,26.66,54.86,7871.97,"nope"
1421.24,20.80,92.44,10252.00,"nope"
1114.20,22.16,61.85,6418.60,"nope"
787.63,25.49,77.36,3487.00,"nope"
876.18,21.84,14.09,4117.62,"nope"
492.50,28.10,27.62,2475.40,"nope"
469.21,25.85,30.33,2000.40,"nope"
1492.35,21.75,118.02,8436.70,"nope"
252.53,12.18,2.70,2212.53,"nope"
33.69,15.95,0.14,293.01,"nope"
18.92,17.27,1.13,230.35,"nope"
10.45,25.41,0.91,57.59,"nope"
10.17,22.96,0.41,59.89,"nope"
8.57,25.20,0.67,32.33,"nope"
9.08,24.21,0.81,46.51,"nope"
9.24,25.58,1.04,40.36,"nope"
7.88,29.70,0.62,23.08,"nope"
12.07,21.22,0.94,77.77,"nope"
7.94,30.55,1.50,24.59,"nope"
6.50,28.00,0.80,22.88,"nope"
8.96,26.46,0.53,33.07,"nope"
7.07,26.59,0.72,25.10,"nope"
8.49,24.13,0.78,73.00,"nope"
8.23,29.23,0.82,24.62,"nope"
7.26,28.77,0.71,35.12,"nope"
9.80,30.90,1.46,30.33,"nope"
8.66,31.34,0.70,37.38,"nope"
7.94,27.32,0.57,36.26,"nope"
7.50,29.45,1.91,32.49,"nope"
8.11,27.28,1.43,65.94,"nope"
8.23,24.87,0.76,33.51,"nope"
6.54,28.40,0.28,26.11,"nope"
7.56,27.87,0.43,36.00,"nope"
8.40,23.63,0.78,44.96,"nope"
7.85,29.61,0.39,39.79,"nope"
8.18,26.48,0.21,39.20,"nope"
6.83,27.99,0.75,34.25,"nope"
6.12,28.73,0.62,25.72,"nope"
8.74,27.93,1.63,39.25,"nope"
7.93,28.22,1.20,49.53,"nope"
7.66,29.28,2.45,31.67,"nope"
9.63,24.93,0.34,44.74,"nope"
6.68,26.40,0.85,30.34,"nope"
8.11,26.76,1.73,29.38,"nope"
2427.38,24.08,201.88,10146.37,"nope"
529.22,12.30,7.89,5304.72,"nope"
34.74,14.99,0.58,326.45,"nope"
11.77,21.60,0.75,69.01,"nope"
11.39,22.22,0.85,88.63,"nope"
8.09,23.95,1.64,48.01,"nope"
6.64,24.54,1.19,51.45,"nope"
6.72,26.35,0.73,35.91,"nope"
158.36,14.56,5.09,1577.08,"nope"
335.91,23.22,5.82,1090.68,"nope"
632.15,29.26,32.33,2349.43,"nope"
399.35,24.85,22.43,1928.72,"nope"
927.05,25.51,132.80,5347.48,"nope"
968.41,33.00,37.18,4598.85,"nope"
49.09,29.71,3.60,311.15,"nope"
12.35,18.12,1.61,116.99,"nope"
8.05,23.23,0.51,62.23,"nope"
9.04,23.94,1.14,52.49,"nope"
795.99,31.63,125.65,1909.41,"nope"
1393.95,20.40,97.22,8118.26,"nope"
1593.82,23.04,126.55,12870.74,"nope"
1761.34,21.08,45.91,11153.00,"nope"
1441.96,23.07,106.97,4539.16,"nope"
326.73,28.60,48.24,1858.43,"nope"
179.90,19.87,10.91,907.82,"nope"
1789.73,29.46,382.63,5590.30,"nope"
338.88,20.61,5.30,2136.46,"nope"
1073.84,21.73,90.84,6906.04,"nope"
101.84,14.14,2.87,915.70,"nope"
43.77,12.20,0.94,637.52,"nope"
10.90,21.16,0.88,119.94,"nope"
11.59,25.48,1.32,96.15,"nope"
10.06,25.29,1.58,57.03,"nope"
7.22,28.79,0.72,38.53,"nope"
5.99,27.76,0.26,33.55,"nope"
7.75,23.23,0.37,41.19,"nope"
1786.17,22.67,71.13,8189.83,"nope"
279.62,18.70,13.71,2033.77,"nope"
1745.36,22.97,147.19,7905.85,"nope"
1325.58,21.91,28.95,8979.24,"nope"
143.53,21.23,2.04,855.00,"nope"
17.77,18.39,0.57,165.83,"nope"
10.41,24.85,0.36,65.85,"nope"
8.26,25.39,1.50,31.95,"nope"
284.87,31.92,45.64,512.08,"nope"
1003.78,19.82,73.09,4555.01,"nope"
1559.00,21.01,119.96,8295.38,"nope"
1952.17,24.94,148.75,11612.13,"nope"
1161.67,18.44,51.62,11259.02,"nope"
1522.35,21.62,71.14,7486.21,"nope"
165.79,11.11,2.54,2113.42,"nope"
153.85,20.28,1.84,967.22,"nope"
15.82,18.86,1.83,190.59,"nope"
1665.11,22.10,86.73,5802.17,"nope"
2396.21,25.64,564.19,8751.62,"nope"
71.46,12.94,2.63,938.41,"nope"
22.61,16.81,0.58,246.22,"nope"
14.65,17.60,1.51,181.46,"nope"
57.37,14.39,0.56,439.17,"nope"
24.70,16.52,2.10,164.60,"nope"
441.28,16.48,11.83,4047.80,"nope"
793.94,19.02,36.13,3985.91,"nope"
178.66,14.78,0.45,1450.11,"nope"
357.89,17.96,8.96,3338.81,"nope"
1830.21,27.26,128.41,6281.72,"nope"
889.47,21.77,86.26,5706.11,"nope"
1064.55,19.81,10.93,7795.15,"nope"
214.04,26.60,17.29,706.95,"nope"
534.41,15.06,2.54,4701.11,"nope"
901.69,21.77,54.84,3933.84,"nope"
2225.70,26.70,89.37,7526.59,"nope"
1826.32,27.24,181.23,11999.66,"nope"
578.58,23.92,33.40,2691.25,"nope"
1597.42,25.31,201.23,7304.19,"nope"
836.17,18.26,70.64,7007.08,"nope"
87.11,15.94,2.24,949.11,"nope"
28.83,17.97,0.89,310.62,"nope"
14.15,19.18,1.11,115.98,"nope"
8.54,27.27,0.89,36.56,"nope"
8.33,25.39,0.33,63.14,"nope"
282.60,16.52,10.26,1754.32,"nope"
8.54,24.40,0.21,49.46,"nope"
7.26,27.57,0.59,31.80,"nope"
44.39,20.09,2.61,222.17,"nope"
355.88,26.85,31.22,1734.00,"nope"
30.37,16.11,0.22,206.30,"nope"
121.89,19.03,7.58,867.48,"nope"
12.53,24.83,1.25,75.33,"nope"
704.62,10.09,12.39,6967.42,"nope"
558.55,24.04,12.55,2576.24,"nope"
272.63,17.94,15.60,1537.87,"nope"
458.39,24.03,9.13,1625.76,"nope"
1172.25,21.00,142.65,8289.23,"nope"
1632.18,26.17,285.77,6863.37,"nope"
59.14,15.98,0.50,431.37,"nope"
16.47,20.21,0.52,127.66,"nope"
10.05,21.84,1.12,81.39,"nope"
9.22,27.97,0.78,41.80,"nope"
59.45,29.28,18.99,107.00,"nope"
209.24,21.11,11.91,1112.83,"nope"
138.20,14.10,3.83,1220.48,"nope"
1308.38,19.57,34.06,8594.94,"nope"
1558.40,20.03,147.03,6869.65,"nope"
960.84,16.88,9.41,7075.98,"nope"
1907.83,23.36,174.42,6642.76,"nope"
1045.00,20.78,47.70,5777.33,"nope"
1402.58,19.54,112.34,6990.71,"nope"
60.47,12.43,0.99,524.21,"nope"
18.32,17.62,0.35,184.59,"nope"
12.85,20.98,1.49,130.47,"nope"
9.73,21.97,1.22,70.05,"nope"
8.43,24.83,1.77,44.39,"nope"
7.99,25.78,2.24,41.56,"nope"
15.19,19.17,0.80,92.43,"nope"
9.23,26.12,2.58,29.76,"nope"
33.35,20.20,3.69,169.17,"nope"
12.69,21.06,1.56,74.34,"nope"
111.17,15.37,3.88,1055.09,"nope"
143.85,16.94,8.73,1028.24,"nope"
75.70,21.54,1.55,456.78,"nope"
226.52,18.80,9.27,1859.10,"nope"
17.82,17.01,1.07,149.44,"nope"
117.26,15.57,2.67,1255.74,"nope"
1744.59,22.09,43.44,7851.62,"nope"
1572.49,29.84,87.64,4866.44,"nope"
2001.37,30.53,146.63,18610.22,"nope"
1133.76,26.05,72.49,6142.25,"nope"
97.80,22.93,13.41,540.88,"nope"
48.45,24.52,1.27,328.81,"nope"
389.16,19.06,6.71,3389.94,"nope"
553.74,17.63,29.53,2698.32,"nope"
1422.70,25.67,14.23,5996.01,"nope"
1755.09,24.53,152.92,8502.54,"nope"
1961.78,21.75,193.62,8190.87,"nope"
2032.97,22.67,39.30,8122.86,"nope"
1170.48,22.04,75.03,6386.59,"nope"
1063.20,23.10,43.64,5406.48,"nope"
38.99,14.67,2.09,365.30,"nope"
7.07,27.50,0.60,30.31,"nope"
9.07,28.87,1.92,42.53,"nope"
9.64,25.48,1.02,47.31,"nope"
9.18,28.37,0.76,44.10,"nope"
9.36,26.96,1.03,39.20,"nope"
31.68,10.56,0.58,553.45,"nope"
12.38,26.74,2.24,54.01,"nope"
8.66,24.21,1.30,39.37,"nope"
8.58,24.57,1.47,40.12,"nope"
10.17,28.88,2.62,30.55,"nope"
11.65,21.62,2.41,106.32,"nope"
10.52,25.06,1.42,48.29,"nope"
10.87,25.49,0.94,57.18,"nope"
175.75,16.18,1.56,2202.61,"nope"
922.79,25.98,78.99,3493.76,"nope"
1195.16,28.71,68.04,4249.19,"nope"
677.67,26.98,109.06,1930.90,"nope"
159.55,30.04,14.03,499.28,"nope"
204.42,27.01,7.89,1106.94,"nope"
680.61,18.70,37.28,3862.57,"nope"
255.44,13.23,12.48,1990.22,"nope"
15.58,18.38,0.46,101.93,"nope"
9.61,23.33,1.42,56.26,"nope"
8.99,23.54,0.25,54.20,"nope"
6.94,25.56,0.70,42.99,"nope"
8.68,21.38,0.52,67.80,"nope"
7.98,28.92,1.67,39.73,"nope"
113.28,17.79,5.87,1262.23,"nope"
124.65,18.12,7.39,779.49,"nope"
9.85,27.96,0.77,38.72,"nope"
8.54,24.32,1.14,55.53,"nope"
10.19,25.90,1.85,41.41,"nope"
6.54,29.37,0.94,31.57,"nope"
9.67,27.63,2.18,43.98,"nope"
8.29,27.09,0.55,33.38,"nope"
8.10,25.82,0.19,57.54,"nope"
10.59,27.50,0.47,74.10,"nope"
8.02,27.78,1.56,43.51,"nope"
11.75,21.56,1.78,93.89,"nope"
7.81,26.51,0.78,40.97,"nope"
8.44,27.61,0.32,32.79,"nope"
8.27,30.00,0.37,42.25,"nope"
10.55,24.67,1.35,80.53,"nope"
44.08,18.53,1.81,365.87,"nope"
10.12,22.14,0.18,119.24,"nope"
97.18,19.82,6.34,654.91,"nope"
114.13,11.53,2.78,2109.46,"nope"
51.75,15.57,1.31,843.42,"nope"
13.60,31.16,1.15,48.11,"nope"
9.68,27.83,0.53,57.29,"nope"
7.07,28.15,1.56,23.84,"nope"
8.47,25.54,0.33,31.36,"nope"
8.06,27.28,0.43,44.64,"nope"
6.66,27.13,1.28,30.10,"nope"
7.11,28.17,2.03,28.63,"nope"
7.61,27.64,0.64,39.25,"nope"
8.00,25.69,0.62,25.87,"nope"
7.34,26.95,0.53,34.49,"nope"
8.20,25.32,0.32,37.31,"nope"
8.03,27.64,1.20,31.89,"nope"
8.34,24.82,0.93,51.21,"nope"
9.47,24.80,2.40,37.71,"nope"
8.31,26.32,0.88,34.89,"nope"
11.30,22.70,0.57,41.25,"nope"
8.49,25.79,1.46,43.60,"nope"
7.29,27.82,1.09,23.91,"nope"
8.07,26.73,0.84,52.70,"nope"
7.75,26.79,0.44,34.73,"nope"
6.68,26.25,0.67,26.17,"nope"
13.41,28.78,2.46,59.87,"nope"
8.05,25.38,0.29,32.89,"nope"
6.48,28.18,0.93,22.47,"nope"
300.52,11.25,3.23,2484.58,"blow"
1654.36,16.85,45.43,14903.89,"blow"
1971.21,18.85,162.15,13182.95,"blow"
2102.46,22.35,205.49,9619.37,"blow"
1989.28,17.99,34.33,13379.76,"blow"
2330.83,21.87,97.22,8550.92,"blow"
2282.09,21.84,179.26,11094.63,"blow"
2223.69,21.50,319.96,9080.46,"blow"
2453.27,21.48,285.69,9507.64,"blow"
2512.71,23.09,325.34,10343.19,"blow"
2329.62,21.57,134.46,10457.50,"blow"
2320.02,22.20,203.79,10061.98,"blow"
2280.35,23.18,159.38,6745.40,"blow"
6.76,28.93,0.54,41.33,"nope"
8.78,24.41,0.98,40.16,"nope"
8.66,30.54,2.58,24.97,"nope"
7.36,27.26,0.80,32.78,"nope"
8.52,26.87,0.48,37.59,"nope"
6.82,27.21,0.92,22.56,"nope"
7.88,26.13,2.10,28.10,"nope"
7.22,29.28,1.34,26.28,"nope"
5.72,29.59,0.28,25.65,"nope"
7.97,24.19,0.93,37.65,"nope"
7.44,28.72,0.35,31.09,"nope"
9.23,25.01,1.08,49.41,"nope"
10.89,24.87,1.07,58.73,"nope"
7.87,27.94,1.23,32.75,"nope"
8.09,29.16,0.96,45.83,"nope"
9.33,22.18,0.44,57.41,"nope"
8.04,26.02,0.80,58.66,"nope"
8.02,29.61,0.94,36.78,"nope"
9.63,28.76,2.52,43.08,"nope"
8.50,25.94,0.71,50.06,"nope"
8.69,30.82,1.13,35.70,"nope"
10.33,25.39,0.81,46.54,"nope"
1142.16,15.91,33.35,9323.42,"blow"
1163.99,16.34,23.53,5693.70,"blow"
1305.93,14.15,25.82,8995.62,"blow"
1522.76,15.94,67.85,11523.89,"blow"
1294.87,13.65,60.35,8466.14,"blow"
1253.67,16.35,55.22,9155.67,"blow"
1137.95,15.06,20.78,13420.55,"blow"
1445.62,14.88,12.93,9128.62,"blow"
1167.27,14.30,9.38,12089.74,"blow"
944.67,15.44,74.13,8553.19,"blow"
1036.79,14.94,9.79,8439.32,"blow"
1229.04,13.82,87.87,12143.16,"blow"
1355.70,13.47,45.08,13582.29,"blow"
1267.39,13.50,39.33,11538.00,"blow"
954.99,13.36,18.65,10444.60,"blow"
839.88,12.60,4.61,6883.97,"blow"
1178.26,12.19,32.74,11679.56,"blow"
706.74,12.97,26.46,7436.15,"blow"
1067.51,10.90,33.77,15411.86,"blow"
1346.29,12.95,17.76,10922.97,"blow"
927.86,13.18,10.83,7554.75,"blow"
1320.99,13.94,28.53,8392.39,"blow"
1400.45,16.96,113.92,7945.28,"blow"
1315.24,16.65,42.45,11359.92,"blow"
1237.06,13.52,28.91,8050.22,"blow"
7.13,27.72,0.68,25.21,"nope"
8.23,29.45,1.59,32.16,"nope"
7.81,29.17,1.20,35.82,"nope"
7.94,23.33,0.82,73.47,"nope"
7.54,26.14,0.27,26.79,"nope"
10.32,22.67,1.21,88.02,"nope"
7.23,28.85,0.91,35.72,"nope"
6.46,27.06,0.57,25.01,"nope"
8.64,26.15,0.28,30.48,"nope"
7.56,26.66,0.46,33.26,"nope"
6.77,26.74,0.57,44.18,"nope"
6.62,26.22,0.53,24.51,"nope"
7.42,28.27,1.57,25.63,"nope"
8.46,28.93,1.82,38.41,"nope"
7.46,26.98,2.23,28.27,"nope"
9.64,25.83,2.34,40.41,"nope"
8.40,27.80,1.72,29.39,"nope"
7.51,22.70,1.09,59.83,"nope"
7.18,28.40,1.55,32.83,"nope"
7.90,23.62,1.24,55.65,"nope"
8.00,27.94,1.48,42.36,"nope"
7.99,29.34,1.02,30.14,"nope"
6.98,26.66,0.48,45.64,"nope"
8.02,28.75,1.69,26.62,"nope"
6.95,26.94,1.51,45.34,"nope"
6.64,28.76,0.41,28.55,"nope"
8.63,28.28,0.71,67.58,"nope"
7.54,29.39,0.38,24.75,"nope"
10.98,28.85,1.59,38.94,"nope"
1568.29,16.68,56.62,11437.78,"blow"
1226.33,15.95,53.27,9311.96,"blow"
1489.62,17.00,42.04,16329.77,"blow"
1330.70,16.91,65.33,11271.86,"blow"
1826.19,17.89,23.36,10701.97,"blow"
1542.97,16.83,62.75,9570.17,"blow"
1622.82,17.92,171.53,13214.67,"blow"
1528.73,17.23,55.33,12359.23,"blow"
1531.77,14.37,59.89,11397.47,"blow"
1425.40,16.28,79.90,7731.24,"blow"
1378.08,15.03,27.41,7233.95,"blow"
1633.10,16.89,21.42,9963.91,"blow"
1438.13,15.64,53.89,10159.24,"blow"
1399.27,12.97,70.11,15817.34,"blow"
1165.23,15.94,31.87,9357.21,"blow"
1362.64,14.67,105.74,11669.06,"blow"
1331.38,13.40,58.02,15486.45,"blow"
1594.32,17.44,99.18,7802.33,"blow"
9.88,26.55,2.35,70.86,"nope"
6.63,24.36,0.84,33.90,"nope"
6.84,29.10,0.27,30.51,"nope"
6.37,27.40,0.65,27.07,"nope"
8.76,24.15,1.48,58.27,"nope"
771.74,10.20,10.77,11004.90,"blow"
892.62,11.15,24.12,9656.36,"blow"
1378.38,14.22,65.93,10172.83,"blow"
1043.37,16.39,88.42,6188.08,"blow"
1206.59,14.50,19.75,9530.47,"blow"
981.33,12.98,29.31,9655.23,"blow"
1496.04,15.85,74.20,11131.67,"blow"
1338.89,16.25,22.96,14306.36,"blow"
1439.87,15.35,69.10,12559.35,"blow"
1137.02,13.81,32.41,17432.09,"blow"
1137.12,12.41,41.99,15571.94,"blow"
1036.88,15.58,25.59,6983.37,"blow"
1146.25,13.40,24.00,12026.34,"blow"
1279.68,14.54,26.91,7903.58,"blow"
1367.10,15.20,56.27,14571.06,"blow"
1275.74,17.22,79.71,6145.14,"blow"
1470.77,14.56,56.12,9711.48,"blow"
1349.04,12.69,29.39,12216.32,"blow"
7.37,28.00,1.72,65.64,"nope"
7.95,24.03,0.35,64.37,"nope"
7.96,30.16,0.92,38.82,"nope"
7.82,28.19,1.70,25.39,"nope"
7.28,29.92,0.82,34.96,"nope"
7.48,28.09,1.08,27.87,"nope"
8.23,25.30,0.93,44.84,"nope"
6.38,27.80,0.72,26.23,"nope"
6.88,28.15,0.70,41.47,"nope"
9.42,25.19,1.62,30.82,"nope"
6.87,26.18,0.93,46.32,"nope"
7.88,25.59,1.43,42.03,"nope"
7.53,31.43,0.32,22.69,"nope"
7.40,28.17,0.95,28.79,"nope"
428.08,11.23,16.13,4580.50,"blow"
951.53,11.68,30.34,15165.00,"blow"
1188.42,12.28,21.09,10593.61,"blow"
1395.00,14.64,30.91,10001.64,"blow"
1632.31,17.05,10.47,11600.90,"blow"
1259.16,17.65,7.84,7046.97,"blow"
1389.36,13.67,40.82,17206.16,"blow"
1399.30,14.22,21.62,13974.08,"blow"
1433.18,13.19,53.58,11893.24,"blow"
1586.18,15.83,117.04,10439.54,"blow"
1641.00,14.19,78.31,12550.76,"blow"
1160.01,17.95,104.19,10530.49,"blow"
1212.36,17.33,45.94,7206.72,"blow"
1385.45,15.77,51.22,8699.24,"blow"
1219.55,16.30,47.45,9363.71,"blow"
1467.05,14.67,18.11,9640.18,"blow"
922.96,16.13,59.07,7071.21,"blow"
1230.30,16.46,79.68,12219.60,"blow"
1371.53,15.64,44.12,8377.40,"blow"
1026.74,15.03,50.75,7296.85,"blow"
1381.78,15.51,86.04,13867.30,"blow"
1493.38,13.89,12.56,10339.23,"blow"
1357.56,14.80,25.64,8710.72,"blow"
1385.84,15.28,84.52,6841.65,"blow"
1433.50,14.17,46.27,12040.91,"blow"
1157.25,14.59,40.61,11809.30,"blow"
1270.72,12.36,25.16,11095.68,"blow"
1130.56,13.90,19.20,8316.55,"blow"
1241.23,13.55,43.81,10349.59,"blow"
1059.53,11.15,21.43,9556.41,"blow"
6.76,25.67,0.20,39.64,"nope"
6.94,29.88,0.92,27.04,"nope"
6.90,27.82,1.08,33.48,"nope"
8.50,27.49,1.37,49.52,"nope"
7.68,27.21,0.88,42.56,"nope"
7.10,27.01,0.49,36.73,"nope"
6.42,28.44,0.79,33.42,"nope"
6.95,27.39,1.09,27.54,"nope"
7.52,27.74,1.17,41.11,"nope"
6.71,25.43,0.64,53.67,"nope"
6.66,29.99,1.02,26.44,"nope"
6.67,28.45,1.02,34.64,"nope"
7.45,28.14,0.99,43.48,"nope"
7.42,26.44,0.55,40.04,"nope"
6.84,29.76,0.51,29.10,"nope"
7.41,28.46,0.43,31.29,"nope"
7.43,28.37,1.12,26.22,"nope"
6.61,29.00,0.51,44.01,"nope"
8.18,25.38,0.31,34.43,"nope"
8.21,27.93,1.53,53.58,"nope"
8.95,26.42,1.86,31.06,"nope"
562.77,9.88,9.52,7055.78,"blow"
610.37,12.38,26.67,5626.64,"blow"
825.78,12.95,18.60,10533.68,"blow"
924.72,11.58,21.64,10054.94,"blow"
761.50,14.96,29.80,4332.16,"blow"
747.32,10.94,10.40,8995.41,"blow"
559.34,12.76,6.28,6222.77,"blow"
1014.10,13.81,55.20,8659.07,"blow"
823.66,13.51,26.70,5559.08,"blow"
1041.37,13.92,18.53,10180.33,"blow"
1439.16,14.39,30.01,14150.88,"blow"
1046.99,13.63,15.93,8143.48,"blow"
839.54,13.84,18.64,5008.31,"blow"
822.93,11.24,31.14,11411.79,"blow"
830.59,13.44,5.75,6703.30,"blow"
1039.11,12.70,21.60,15323.91,"blow"
1144.73,13.87,37.15,8893.72,"blow"
961.43,12.41,24.66,9742.91,"blow"
1048.44,14.69,35.65,11403.32,"blow"
1352.83,12.99,33.35,12001.75,"blow"
879.25,13.27,13.46,11701.76,"blow"
1021.21,12.46,29.83,11020.04,"blow"
1176.93,12.35,52.76,14834.04,"blow"
1240.21,14.02,26.65,11400.53,"blow"
1236.32,13.11,37.85,10169.15,"blow"
912.17,12.03,37.77,7755.36,"blow"
1287.51,13.34,21.78,12561.23,"blow"
1248.52,11.19,17.58,13659.30,"blow"
1138.31,15.68,55.41,8958.06,"blow"
863.75,11.80,6.08,9606.56,"blow"
900.84,13.91,7.86,6231.85,"blow"
1429.48,14.72,87.62,11670.18,"blow"
772.67,13.87,31.10,8602.94,"blow"
839.16,15.54,16.86,6620.78,"blow"
1436.53,12.61,58.38,18236.33,"blow"
1297.60,13.39,37.38,10288.00,"blow"
927.03,11.92,53.44,15719.45,"blow"
651.38,11.56,14.44,6307.19,"blow"
1132.77,13.74,47.52,11076.36,"blow"
888.21,11.90,17.60,10364.78,"blow"
1348.47,12.62,24.83,12306.48,"blow"
1017.78,13.82,35.04,9301.86,"blow"
1117.99,12.96,11.19,11311.05,"blow"
899.57,14.91,83.46,6351.65,"blow"
1200.28,15.24,55.32,8645.39,"blow"
1294.65,12.82,27.42,16016.25,"blow"
1302.10,11.80,48.75,11221.44,"blow"
7.07,28.23,0.34,35.28,"nope"
6.60,28.02,0.30,43.19,"nope"
7.24,27.66,0.44,30.56,"nope"
7.43,29.62,0.88,41.42,"nope"
1556.47,14.89,69.15,11752.16,"blow"
1285.00,16.08,33.52,11192.73,"blow"
1999.76,18.77,70.30,10878.23,"blow"
1612.03,16.59,97.73,10661.71,"blow"
8.53,23.97,1.26,53.82,"nope"
6.10,26.93,0.88,33.09,"nope"
6.77,28.52,0.79,21.62,"nope"
9.95,24.15,0.57,64.59,"nope"
8.15,25.05,0.78,42.43,"nope"
6.61,25.43,0.25,28.80,"nope"
8.71,28.83,1.06,26.87,"nope"
6.69,29.29,0.44,24.11,"nope"
6.37,26.25,1.19,33.98,"nope"
7.95,26.27,1.33,31.44,"nope"
7.46,27.29,0.73,30.74,"nope"
8.05,29.10,1.31,47.65,"nope"
8.10,27.75,1.51,25.16,"nope"
5.35,30.70,0.67,15.64,"nope"
1039.56,14.58,79.91,7349.14,"blow"
1572.75,14.80,128.11,15990.82,"blow"
2018.18,19.91,215.24,12198.62,"blow"
1722.65,17.03,46.15,10942.17,"blow"
1615.12,16.79,59.17,9859.17,"blow"
1817.11,16.58,71.32,10948.12,"blow"
1711.42,16.22,83.80,12943.03,"blow"
1990.86,20.60,297.86,10802.90,"blow"
1865.14,17.81,124.51,8659.53,"blow"
1789.37,21.87,83.01,7856.79,"blow"
2033.89,18.74,148.78,12618.22,"blow"
1740.73,17.91,68.76,13433.36,"blow"
